458.7054,38.16021;
304.8338,386.0984;
279.987,410.6772;
254.2944,433.2005;
226.4846,454.7646;
196.7187,475.0417;
165.9809,493.308;
133.3949,510.0276;
99.30537,524.8818;
62.90412,538.0137;
27.19684,548.3469;
-10.68522,556.7081;
-49.60775,562.6316;
-89.88387,566.0038;
-129.9536,566.6246;
-171.2939,564.4162;
-212.4154,559.3153;
-253.9259,551.1462;
-300.8391,538.0867;
-342.0916,523.0158;
-381.7968,505.0496;
-420.864,483.6881;
-458.757,458.9936;
-494.6547,431.3757;
-528.6697,400.6331;
-560.4025,366.9425;
-589.5071,330.5038;
-615.6844,291.5285;
-638.976,249.6279;
-658.1665,207.0048;
-673.9975,162.062;
-685.9651,115.7863;
-693.9284,68.54923;
-697.7924,20.7393;
-697.5107,-27.24447;
-693.0872,-74.99729;
-684.5743,-122.1265;
-672.0246,-168.3966;
-655.7328,-212.975;
-635.7388,-255.9838;
-612.3166,-296.9538;
-585.7223,-335.603;
-556.2482,-371.6746;
-523.4129,-405.7149;
-489.8475,-435.3401;
-453.5594,-462.6349;
-415.6428,-486.7712;
-375.9861,-507.9044;
-336.1912,-525.3881;
-295.0188,-539.9363;
-253.9234,-551.1468;
-212.4314,-559.3127;
-171.0373,-564.4389;
-129.9694,-566.6243;
-88.61683,-565.9398;
-49.6251,-562.6336;
-10.70214,-556.7113;
27.1804,-548.3511;
64.21434,-537.5875;
99.33057,-524.8718;
133.3895,-510.0303;
165.981,-493.3079;
197.0194,-474.8501;
226.4736,-454.7726;
254.833,-432.7554;
280.4137,-410.2798;
304.83,-386.1024;
327.7355,-360.519;
348.5826,-334.2393;
367.5427,-307.2256;
384.8922,-279.1556;
400.4481,-250.359;
414.2451,-220.8339;
426.1604,-190.9439;
436.3125,-160.4941;
444.6591,-129.6623;
451.2021,-98.51995;
456.0124,-66.55494;
458.8747,-35.61915;
460.0078,-3.630093;
459.332,27.61014;
456.8307,59.39278;
452.575,90.58018;
446.4879,121.7968;
438.5965,152.7206;
428.9089,183.2537;
417.4122,213.3604;
404.1118,242.9424;
389.0131,271.9074;
372.1175,300.1722;
353.4356,327.6371;
332.9743,354.209;
310.7484,379.7841;
286.4781,404.5414;
261.0821,427.5092;
233.6944,449.4317;
204.5524,469.9652;
173.9834,488.7964;
141.7998,505.9604;
108.111,521.29;
73.02042,534.6348;
35.93223,546.0438;
-0.9768134,554.8135;
-39.6516,561.3684;
-79.6308,565.408;
-119.6189,566.7242;
-160.5702,565.2681;
-201.9137,560.8969;
-243.4267,553.5056;
-284.7969,543.0248;
-326.7099,529.0458;
-366.2854,512.4941;
-405.7943,492.3897;
-444.0733,469.0652;
-480.8036,442.567;
-515.6669,412.9724;
-548.6254,380.0913;
-578.5038,345.0094;
-605.9288,306.8834;
-630.1094,266.5865;
-651.5018,222.9134;
-668.2812,179.7464;
-681.7729,133.9469;
-691.3098,87.03887;
-696.7787,39.40504;
-698.1143,-8.558822;
-695.3002,-56.45092;
-688.3704,-103.8708;
-677.4086,-150.4239;
-662.5427,-195.7392;
-643.8762,-239.6066;
-621.8193,-281.2778;
-596.4426,-320.8385;
-568.0536,-357.9429;
-536.9589,-392.3491;
-503.4685,-423.875;
-467.9037,-452.3759;
-430.5831,-477.7506;
-391.8294,-499.9301;
-351.957,-518.8817;
-311.2558,-534.609;
-270.0569,-547.1257;
-228.5673,-556.5035;
-187.1345,-562.7975;
-145.9137,-566.1158;
-105.1505,-566.5605;
-65.03593,-564.2512;
-25.07372,-559.2076;
12.55573,-551.8889;
49.74114,-542.108;
85.68604,-530.1135;
120.2863,-516.0455;
153.4527,-500.043;
185.1077,-482.2435;
215.1913,-462.7784;
243.6488,-441.7777;
270.4358,-419.3677;
295.5213,-395.6646;
318.8723,-370.7887;
340.4711,-344.8463;
360.2998,-317.944;
378.3805,-290.1263;
394.6007,-261.6597;
409.0591,-232.4642;
421.7167,-202.6859;
432.5706,-172.4112;
441.9826,-140.3408;
449.1487,-109.294;
454.5092,-77.99548;
458.0657,-46.51514;
459.828,-14.57792;
459.7682,16.69905;
457.914,48.2848;
454.2557,79.76038;
448.7938,111.0465;
441.5263,142.0766;
432.434,172.8293;
421.5717,203.056;
408.9025,232.8047;
394.4233,261.993;
378.148,290.5076;
360.081,318.2597;
340.2318,345.1514;
318.2029,371.5445;
295.2402,395.9465;
270.1362,419.6341;
243.3298,442.0284;
214.1667,463.4855;
184.7511,482.4588;
153.0764,500.2392;
119.893,516.2201;
85.27657,530.2648;
49.3187,542.2338;
11.59757,552.1069;
-26.19818,559.3875;
-65.49686,564.2933;
-105.912,566.5779;
-146.5559,566.0863;
-187.7638,562.7243;
-229.0741,556.4078;
-270.5369,546.9987;
-312.982,534.0118;
-352.4248,518.6804;
-392.2859,499.6913;
-431.0248,477.4745;
-468.333,452.0585;
-503.8695,423.5264;
-537.7318,391.5592;
-568.399,357.5275;
-596.7564,320.3909;
-622.1071,280.7848;
-644.2189,238.8866;
-662.7703,195.1329;
-677.5577,149.8928;
-688.4742,103.3249;
-695.3566,55.89729;
-698.1225,8.004715;
-696.7391,-39.95763;
-691.2227,-87.58532;
-681.6394,-134.4827;
-668.1029,-180.2672;
-650.7716,-224.5762;
-629.4833,-267.7328;
-605.5571,-307.4474;
-578.1711,-345.4334;
-547.9756,-380.7934;
-515.2612,-413.3451;
-480.2999,-442.9608;
-443.6313,-469.3583;
-405.3446,-492.6403;
-364.7746,-513.1895;
-325.3835,-529.5425;
-283.4499,-543.4167;
-242.9154,-553.6154;
-201.426,-560.9657;
-160.0971,-565.3011;
-118.7858,-566.7244;
-78.79365,-565.3514;
-38.83462,-561.2571;
-0.5405792,-554.7244;
37.04578,-545.7399;
73.67715,-534.4083;
108.5062,-521.1249;
142.1765,-505.7743;
174.4525,-488.5267;
205.0063,-469.6655;
234.0154,-449.1902;
261.3856,-427.2506;
287.0612,-403.9808;
311.0125,-379.4977;
333.2183,-353.9106;
353.6593,-327.328;
372.3218,-299.8518;
389.3173,-271.3623;
404.274,-242.6075;
417.5608,-213.0024;
429.0294,-182.9084;
438.7047,-152.3417;
446.7341,-120.6965;
452.6576,-90.07946;
456.8946,-58.79667;
459.3806,-26.61586;
459.9983,4.867358;
458.8502,35.99776;
455.8955,67.5152;
451.1363,98.8844;
444.5731,130.0201;
436.1855,160.9143;
426.0327,191.2929;
414.0574,221.2677;
400.2796,250.6937;
384.26,280.2459;
367.334,307.5419;
-300.7022,538.131;
-342.0804,523.0204;
-381.6671,505.1143;
-420.7361,483.7645;
-458.4538,459.2083;
-494.5008,431.5038;
-528.5582,400.7422;
-697.947,-16.08686;
-694.4835,-63.93388;
-686.9147,-111.2411;
-15.00907,-557.4978;
23.01727,-549.3985;
59.86295,-538.9897;
95.43414,-526.4086;
129.6538,-511.7851;
162.4022,-495.2721;
194.3654,-476.532;
223.2644,-457.0912;
251.2606,-435.6875;
277.9472,-412.5663;
302.2921,-388.7539;
325.2352,-363.4664;
346.1617,-337.4594;
365.5174,-310.2763;
383.0489,-282.3191;
398.8023,-253.6037;
412.758,-224.2424;
424.914,-194.319;
435.2708,-163.9069;
443.8159,-133.1244;
450.5599,-102.0161;
455.523,-70.48701;
458.6407,-39.08634;
459.9683,-7.546717;
459.4951,24.11548;
457.2222,55.63787;
453.0221,87.83503;
447.2604,118.3087;
439.5735,149.2617;
430.0811,179.8617;
418.7858,210.0222;
405.5217,240.0127;
390.7887,268.7054;
374.0933,297.0533;
355.6107,324.612;
335.3041,351.3426;
313.3178,376.9804;
253.7213,433.673;
221.703,458.2072;
191.974,478.0303;
160.6693,496.2116;
127.8364,512.6273;
92.89541,527.3926;
57.89736,539.6109;
20.46552,550.0245;
-17.08654,557.8654;
-56.45076,563.4005;
-96.10748,566.2784;
-136.9728,566.454;
-177.8804,563.7955;
-219.3047,558.1724;
-260.7919,549.494;
-302.0817,537.6832;
-342.9091,522.6813;
-382.9877,504.4547;
-422.0167,482.9975;
-459.6881,458.3323;
-495.6775,430.5208;
-529.6587,399.6623;
-561.3187,365.8845;
-590.338,329.3682;
-616.4215,290.3226;
-639.2908,248.9988;
-658.696,205.6793;
-674.468,160.5112;
-686.2629,114.3813;
-694.104,67.12395;
-698.1648,4.155537;
-696.3616,-44.88015;
-690.603,-91.37833;
-680.6985,-138.1978;
-666.8506,-183.8796;
-649.2242,-228.0529;
-628.0172,-270.3925;
-603.4714,-310.5852;
-575.8508,-348.3668;
-545.4345,-383.5166;
-512.5568,-415.8118;
-477.5107,-445.1254;
-440.6255,-471.3355;
-402.2228,-494.3651;
-362.6146,-514.1746;
-322.1165,-530.7505;
-280.4679,-544.272;
-239.5971,-554.3163;
-198.1142,-561.4218;
-156.8103,-565.5204;
-115.8162,-566.7155;
-75.60351,-565.1251;
-36.07795,-560.873;
2.664981,-554.0591;
39.99725,-544.9229;
76.29175,-533.4982;
111.2479,-519.9699;
144.8006,-504.4679;
176.8661,-487.1301;
207.3674,-468.0968;
236.2718,-447.4828;
263.4987,-425.4396;
289.0391,-402.0672;
312.8515,-377.4919;
335.2823,-351.3695;
355.2163,-325.1637;
373.7352,-297.622;
390.5829,-269.0789;
405.4014,-240.2644;
418.536,-210.6339;
429.8832,-180.4394;
439.3975,-149.8913;
447.122,-118.9414;
453.0414,-87.71429;
457.2118,-55.74028;
459.4686,-24.71622;
459.9435,9.188109;
458.6813,38.50725;
455.5819,70.02538;
450.6371,101.6025;
443.9711,132.4946;
435.4595,163.2944;
424.8368,194.5256;
413.0233,223.639;
399.1008,253.019;
383.3817,281.7514;
365.8676,309.7518;
346.5704,336.9192;
325.4992,363.1572;
302.6692,388.3621;
278.092,412.4329;
251.8187,435.2325;
223.796,456.7094;
194.255,476.6015;
163.0564,494.9156;
130.3385,511.4659;
95.3345,526.4474;
60.60367,538.7537;
23.76628,549.2125;
-14.20826,557.3541;
-53.2253,563.0481;
-93.09972,566.1539;
-133.6973,566.5439;
-174.8887,564.0867;
-216.2166,558.695;
-257.6987,550.2491;
-299.0211,538.6716;
-339.8835,523.9123;
-380.2529,505.8159;
-419.881,484.2742;
-456.9344,460.2801;
-493.0565,432.7034;
-527.4697,401.8046;
-559.0429,368.5028;
-588.3313,332.1008;
-614.5849,293.3149;
-637.7053,252.1468;
-657.3724,208.9746;
-673.3712,164.1021;
-685.6952,117.045;
-693.6594,70.67595;
-697.7079,22.88581;
-697.5923,-25.5324;
-693.3727,-72.87302;
-685.0035,-120.2071;
-672.7156,-166.2081;
-656.5428,-211.0097;
-636.7087,-254.1003;
-613.4374,-295.1635;
-586.6986,-334.2991;
-557.6268,-370.1159;
-525.669,-403.5497;
-491.3737,-434.0909;
-455.2186,-461.4816;
-417.3701,-485.7594;
-378.1979,-506.8271;
-337.2112,-524.9833;
-297.1105,-539.2792;
-213.9912,-559.0613;
-172.5823,-564.3007;
-131.5005,-566.5941;
-90.94519,-566.0553;
-51.10472,-562.8066;
-12.14769,-556.9789;
25.77637,-548.708;
62.53606,-538.1328;
98.02083,-525.3919;
132.3945,-510.5008;
164.7655,-493.9787;
195.8737,-475.5786;
225.3892,-455.5599;
253.2626,-434.0502;
279.4537,-411.1729;
303.9304,-387.0462;
326.6671,-361.7835;
347.6462,-335.4904;
366.8484,-308.2763;
384.265,-280.2374;
399.8884,-251.4684;
413.7406,-221.9972;
425.738,-192.0953;
435.9578,-161.6651;
444.3734,-130.8465;
451.0933,-99.12131;
455.7922,-68.35226;
458.7954,-36.83103;
459.9951,-5.221071;
459.3803,26.62188;
456.9693,58.09127;
452.7674,89.40921;
446.7558,120.5989;
438.7429,152.2076;
429.3107,182.099;
417.8826,212.2241;
404.3727,242.4034;
389.6204,270.8177;
372.5332,299.5198;
352.7848,328.5342;
333.7863,353.2143;
311.1323,379.3676;
287.7237,403.3418;
262.0952,426.6444;
234.7731,448.6188;
205.7947,469.1436;
175.2061,488.0923;
143.0598,505.3364;
109.415,520.7439;
74.1283,534.2523;
38.03619,545.4676;
0.482525,554.5141;
-38.14939,561.1629;
-77.71613,565.2769;
-118.0555,566.7236;
-158.9857,565.3773;
-200.3094,561.1216;
-241.7953,553.8542;
-283.2057,543.4873;
-324.2796,529.9532;
-364.7422,513.2043;
-404.2901,493.2257;
-442.6246,470.0234;
-479.4203,443.6463;
-514.3598,414.1708;
-547.1208,381.7134;
-577.3898,346.4256;
-604.8542,308.5099;
-629.2292,268.1963;
-650.2497,225.7559;
-667.6823,181.4894;
-681.5612,134.7957;
-691.0162,88.86801;
-696.6437,41.2576;
-698.1399,-6.698284;
-695.4866,-54.59801;
-688.7159,-102.041;
-677.9044,-148.6502;
-663.1926,-194.0026;
-644.7388,-237.7888;
-622.3159,-280.426;
-597.4905,-319.3401;
-569.1982,-356.5635;
-538.2073,-391.0717;
-504.817,-422.7;
-469.3232,-451.3242;
-432.0627,-476.8235;
-393.361,-499.127;
-353.5287,-518.2034;
-312.8606,-534.054;
-271.647,-546.7031;
-230.213,-556.191;
-188.7456,-562.6088;
-147.5135,-566.041;
-106.7288,-566.5956;
-66.58764,-564.3914;
-27.26632,-559.5563;
11.09927,-552.2196;
48.3119,-542.5323;
84.30531,-530.6223;
118.9618,-516.632;
152.1839,-500.7033;
183.9026,-482.9696;
214.0469,-463.568;
242.5858,-442.6117;
269.4231,-420.2664;
294.573,-396.614;
318.0447,-371.7228;
339.6633,-345.8748;
359.5601,-319.0096;
377.6771,-291.2782;
394.3144,-262.1973;
408.7014,-233.2409;
421.259,-203.8517;
432.2585,-173.3648;
441.3038,-142.915;
448.6206,-111.8914;
454.1304,-80.61829;
457.8383,-49.1433;
459.7414,-17.56489;
459.8414,14.06112;
458.1378,45.65113;
454.6296,77.14236;
449.3188,108.4434;
442.2016,139.4999;
433.2825,170.2144;
422.5571,200.5251;
410.0299,230.3404;
395.4734,260.0123;
379.3552,288.5195;
361.4948,316.2116;
341.7888,343.1579;
320.4824,368.9595;
297.2567,393.9155;
272.2947,417.7068;
245.6291,440.2135;
217.2852,461.323;
187.3217,480.8993;
155.2073,499.1234;
122.7155,514.9598;
87.76808,529.3387;
52.36367,541.3192;
15.04392,551.3148;
-23.17684,558.899;
-62.19979,563.9841;
-102.2676,566.4856;
-142.9725,566.2419;
-184.1653,563.1339;
-227.1475,556.7692;
-268.9901,547.4066;
-309.8416,535.0939;
-350.5499,519.4843;
-390.5674,500.5876;
-429.6515,478.3311;
-466.6277,453.3155;
-502.2592,424.9223;
-535.8293,393.4981;
-567.0112,359.1913;
-595.5013,322.1756;
-621.4724,28